COAUTHORED,15.75,8.86,3.54,5.18,2.69,2.43,0.39,1.38,1.71,0.66,0.79,2.17,0.92,1.12,0.39,0.33,0.07,0.46,0.26,0.39,1.51,0.79,0.66,0.13,1.05,0.33,0.79,0.13,0.46,0,0.26,0.07,0.52,0.46,0.59,0.13,0.13,0.07,0,0.66,0.26,0,0.46,0.13,0.13,0.39,0.13,0.33,0,0.2,0.13,0.2,0.26,0,0.72,0.33,0.13,0.26,0.07,0.07,0.52,0.39,0.07,0,0.39,0,1.9,0.26,0.2,0.39,0.07,0.33,0,0.33,0.2,1.05,0.07,0.39,1.51,0.07,0,0.13,0,0.26,0.26,0,0.13,0,0.13,0.13,0.13,0,0.2,0,0.07,0.85,0,0.07,0.07,0.07,0.07,0.13,0.13,0,0.2,0,0.33,0.13,0.2,0.07,0.2,0,0,0.13,0,0.13,0,0,0.33,0,0,0.2,0.07,0.13,0.13,0,0.13,0.2,0,0.2,0,0.2,0,0.07,0.07,0.13,0,0,0.07,0.13,0,0.07,0.13,0,0,0.26,0.13,0.07,0.26,0.2,0,0,0.2,0.13,0,0,0.33,0,0.07,0.13,0.07,0,0,0,0,0.2,0,0.13,0.39,0.13,0,0,0,0,0.07,0,0.07,0.07,0.07,0,0.13,0,0,0.07,0,0,0,0,0.13,0.07,0,0,0,0.13,0.33,0.13,0.13,0,0.07,0.13,0,0.2,0.07,0,0.2,0,0.2,0,0,0.2,0,0.2,0.07,0,0,0,0,0.2,0.13,0,0,0.07,0,0.2,0,0.07,0,0.07,0.07,0,0.07,0,0,0,0.07,0.07,0,0.07,0,0,0,0.52,0,0,0,0,0,0.13,0.13,0.07,0,0.07,0.07,0,0,0,0,0.13,0,0.07,0,0,0,0,0.13,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07,0.07,0,0.07,0.07,0,0,0.13,0.07,0,0.07,0,0,0.07,0,0.07,0.26,0,0.13,0,0,0,0,0,0,0.07,0,0.13,0.2,0,0.07,0,0.13,0,0,0,0,0,0,0,0,0.13,0,0,0,0.07,0,0,0,0,0,0.13,0,0,0,0,0.13,0.07,
COAUTHORED,13.65,8.2,3.87,5.38,2.69,1.77,0.92,0.85,1.25,1.05,2.03,1.44,0.66,0.79,0.26,0.72,0.07,0.46,0.59,0.26,0.72,1.38,1.05,1.12,1.12,0.59,0.59,0.39,0.07,0.33,0.26,0.07,0.33,0.13,0.85,0.33,0.26,0.2,0.46,0.39,0.33,0.26,0.2,0.46,0.39,0.59,0.39,0,0.07,0.07,0.2,0.07,0.26,0.13,0.39,0.46,0.26,0.39,0,0,1.12,0.13,0,0.13,0,0.13,0.85,0.39,0.13,0.13,0.07,0.2,0,0.26,0.07,0.33,0,0.07,0.72,0.33,0,0.2,0.13,0.26,0.52,0.13,0.26,0.07,0.13,0.13,0.2,0.07,0,0.07,0.26,0.72,0.2,0.07,0,0.07,0.2,0.07,0.07,0,0.39,0.07,0.13,0.13,0.07,0.07,0.2,0.07,0,0.2,0.26,0,0,0.2,0,0,0.13,0,0.07,0,0,0,0.07,0,0.07,0.26,0,0.2,0.07,0.07,0.07,0.46,0,0,0,0,0,0.13,0,0.2,0,0.13,0.07,0.07,0.07,0.52,0.13,0,0.13,0.13,0,0.13,0.46,0.07,0,0.07,0.07,0,0.26,0,0.2,0.07,0,0.2,0.26,0.13,0,0,0,0.07,0.13,0,0,0,0.2,0,0.33,0,0,0,0,0,0,0.07,0,0.2,0.07,0,0.07,0.07,0,0.13,0.07,0,0,0,0,0,0.13,0,0,0.07,0.13,0,0,0.13,0.13,0.2,0.07,0,0.07,0,0,0,0,0,0,0.07,0.07,0,0,0,0.07,0.39,0.26,0.2,0,0,0,0,0.07,0,0.07,0,0.07,0,0,0.33,0,0.07,0,0,0.07,0,0,0,0.13,0,0,0.07,0,0,0,0.07,0.07,0.07,0,0.07,0,0,0.07,0,0.13,0,0.07,0.07,0,0,0,0.07,0.07,0,0,0.07,0.07,0,0.13,0.07,0.07,0.2,0.2,0,0.07,0,0,0,0.07,0.07,0,0,0.07,0,0,0,0.13,0,0.13,0,0.2,0.13,0,0.07,0,0,0,0,0.13,0.07,0,0.13,0.07,0.07,0.07,0,0,0,0.07,0,0,0.07,0,0,0.07,0.07,0.07,0,0,0.07,0,
COAUTHORED,8.99,5.31,2.76,3.54,2.56,1.84,0.46,0.59,0.79,0.98,0.85,1.25,0.79,0.52,0.07,0.66,0.26,1.18,0.52,0.26,1.31,0.52,1.18,0.85,0.46,0.33,0.46,0.13,0.26,0.13,0.07,0.2,0.46,0.33,0.13,0.26,0.13,0.13,0.66,0.13,0.52,0.07,0.33,0.33,0,0.26,0.13,0.07,0.07,0.13,0.33,0,0.46,0.2,0.2,0.2,0.13,0,0.07,0.07,0.79,0.59,0,0.07,0.2,0,0.46,0,0.07,0.26,0,0.2,0.13,0.2,0.13,0,0.2,0.39,0.2,0.13,0.07,0.26,0,0.2,0.2,0.07,0.07,0.07,0.26,0.13,0.07,0.07,0.07,0.07,0,0.13,0,0,0.07,0.13,0.07,0.07,0.07,0,0.52,0.2,0,0,0.13,0.07,0.07,0,0,0.13,0,0,0,0.13,0.2,0.13,0.07,0,0.07,0.07,0.2,0,0,0,0.07,0.13,0,0.13,0.07,0.2,0.07,0.46,0,0.07,0,0,0,0,0,0.2,0.07,0.07,0.07,0.26,0.13,0,0.07,0,0.2,0.07,0.07,0.07,0.13,0.13,0.07,0.13,0.13,0.07,0,0,0,0.07,0,0,0.2,0,0.07,0.07,0,0.07,0.07,0,0,0.07,0.07,0,0.2,0.07,0,0,0,0,0.07,0.07,0.13,0.07,0,0,0,0,0.2,0,0.07,0,0.13,0.07,0,0.2,0.2,0,0.26,0,0.13,0.13,0,0.07,0,0.13,0.07,0,0,0.13,0,0.13,0.26,0,0.13,0,0.26,0.07,0,0.07,0,0,0.26,0,0,0,0.07,0,0.07,0.07,0.13,0.2,0,0,0,0.2,0,0.07,0,0,0.07,0.07,0.07,0,0,0,0.07,0.13,0.07,0,0.07,0.07,0,0.07,0.13,0,0,0.07,0.07,0,0,0,0,0,0,0,0,0.13,0.07,0.07,0,0,0,0,0,0.13,0,0,0.13,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.07,0.07,0,0,0,0,0.13,0.07,0,0.2,0,0,0.07,0,0,0,0,0,0,0,0,0.07,0,0,0,0.07,0.07,0.07,0,0.13,0,0,0.13,0.13,0.07,
DISPUTED,11.68,6.63,3.81,2.76,2.23,2.17,3.08,1.38,1.71,1.18,1.31,0.98,0.98,0.33,1.44,0.33,0.07,0.72,0.66,0.85,0.92,0.72,0.33,0.98,1.05,0.72,0.33,0,0.79,0.26,0.2,0.13,0.39,0.52,0.52,0.39,1.12,0.33,0.13,0.2,0.13,0.2,0.07,0.46,0.2,0.26,0.26,0.07,0.26,0.26,0.26,0.13,0.07,0.2,0.33,0.2,0.26,0.26,0,0.13,0.2,0,0.13,0.33,0.26,0.07,0.07,0.59,0.13,0,0.39,0.13,0.13,0.07,0.26,0.13,0.33,0.13,0.26,0.39,0.39,0.13,0.13,0,0.13,0.07,0.07,0.26,0.2,0.2,0,0.13,0.2,0,0.13,0.26,0,0.26,0.07,0,0.07,0.2,0.13,0.33,0.2,0.13,0.07,0.13,0.13,0.13,0.26,0.07,0.2,0.07,0.07,0,0.33,0.07,0.13,0.2,0.2,0.2,0.07,0.2,0.26,0.13,0.13,0.07,0.07,0.2,0,0,0.13,0,0.07,0,0.13,0,0,0,0.07,0.13,0.07,0.13,0,0,0.13,0.26,0.07,0.07,0.13,0.07,0,0.07,0.2,0,0.2,0.26,0,0.07,0,0,0.07,0,0,0.07,0,0,0,0.07,0,0,0,0.13,0,0.07,0,0.07,0.07,0.07,0,0.07,0.26,0,0,0,0.07,0,0.13,0.2,0,0.13,0.13,0.07,0,0,0,0.07,0,0.13,0.13,0.07,0.07,0,0.13,0.2,0.13,0.07,0,0.13,0,0,0,0.2,0.2,0.07,0,0,0.13,0.07,0,0.07,0.33,0.07,0.2,0,0,0,0,0.26,0.13,0,0.26,0.13,0.07,0.07,0.07,0,0.07,0,0.13,0,0,0,0,0,0.07,0.13,0.07,0,0,0.07,0.07,0.13,0,0,0,0,0.13,0,0.2,0.07,0.07,0,0,0,0.2,0,0.07,0.07,0.72,0,0.13,0,0,0,0.07,0.07,0.07,0,0.07,0.07,0,0.07,0,0,0,0,0,0.07,0.07,0,0.07,0.07,0.07,0,0.13,0,0.13,0.2,0,0,0,0.33,0,0,0,0,0.07,0.07,0,0,0,0,0.07,0,0,0,0.13,0,0,0,0,0,0,0.07,0.13,0,0,0,0.07,0,0,
DISPUTED,6.63,3.94,1.84,2.17,1.84,0.92,2.03,0.79,1.05,0.39,0.59,0.72,0.72,0.46,0.72,0.79,0.46,0.39,0.52,0.66,0.85,0.33,0.52,0.26,0.72,0.2,0.46,0.07,0.13,0.26,0.85,0.39,0.33,0.07,0.2,0.52,0.26,0.13,0.07,0,0.59,0.26,0,0.52,0.33,0.26,0,0.07,0,0.07,0.46,0,0.2,0.07,0.2,0.07,0.07,0.07,0.07,0.33,0,0,0.07,0.13,0.59,0,0.26,0.07,0.07,0,0.2,0.2,0,0.13,0,0.07,0,0,0.59,0.13,0.07,0.33,0,0,0,0.2,0,0.26,0.2,0,0,0.13,0,0,0,0.46,0.13,0.07,0,0.13,0.2,0.2,0.07,0.39,0,0.2,0,0,0.2,0.07,0.13,0.2,0.07,0,0,0,0,0,0.13,0,0.2,0,0.13,0,0.26,0,0,0,0.07,0.13,0,0,0,0.07,0.07,0,0.13,0.07,0,0.07,0,0.07,0,0.2,0,0,0,0,0,0.07,0,0.07,0.07,0.07,0.07,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0.07,0.07,0,0,0.2,0.13,0.07,0,0,0.26,0,0.07,0,0,0.13,0,0,0,0,0.07,0,0,0.07,0.07,0.07,0,0.07,0.13,0,0,0.07,0.13,0.07,0,0.13,0,0,0.07,0,0,0,0,0.07,0,0,0.13,0.07,0,0,0,0,0.13,0,0,0,0,0.07,0.07,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.13,0,0.13,0.33,0,0.13,0,0,0,0,0,0,0,0,0,0,0.13,0,0.33,0,0,0,0.2,0,0,0,0,0,0.07,0.07,0.07,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.07,0,0,0,0,0.2,0,0.07,0,0,0,0.07,0.13,0,0,0,0.07,0.07,0.07,0,0,0,0,0,0,0,0,0,0.2,0,0.07,0,0,0,0,
DISPUTED,13.25,7.41,3.28,2.62,3.28,3.02,4.13,1.64,2.1,1.31,0.92,1.51,1.84,0.85,0.59,0.2,1.51,0.85,0.46,0.59,0.46,0.39,0.46,0.59,1.38,0.33,0.13,0.2,1.44,1.12,0.13,0.46,0.79,0.59,0.26,0.85,0.52,0.46,0.13,0.33,0.2,0.46,0.2,0.2,0.07,0.26,0.26,0.2,0.2,0.13,0.2,0.26,0.26,0.72,0.07,0.39,0.33,0,0,0.13,0,0.07,0.59,0.2,0.33,0,0.07,0.52,0.07,0.33,0.26,0.26,0,0.33,0.2,0.26,0.33,0.39,0.07,0.13,0.07,0.39,0.07,0.13,0.2,0.07,0.13,0.26,0.72,0.07,0.2,0.26,0.39,0.13,0.13,0.26,0,0.13,0.07,0.13,0.39,0.2,0.46,0.2,0,0.13,0,0.39,0.26,0.26,0.13,0,0.2,0.13,0.07,0,0.07,0.13,0,0.2,0.07,0.07,0.13,0.07,0.39,0.07,0,0.26,0.13,0.07,0.26,0.07,0.72,0.13,0.07,0,0.07,0.07,0.46,0.13,0,0.46,0.26,0.33,0,0,0.2,0,0.2,0.2,0.13,0,0.13,0.33,0.2,0,0.2,0.26,0.13,0,0,0,0.13,0,0.13,0.13,0.07,0.26,0,0.2,0.07,0,0,0.13,0.13,0.52,0,0.13,0,0.13,0,0,0,0.13,0,0,0,0,0.07,0.26,0,0.2,0.07,0,0,0,0,0.26,0.07,0,0.07,0,0.13,0,0.2,0,0,0.07,0,0,0,0.13,0.07,0,0,0,0.39,0,0.07,0,0.07,0.07,0.2,0.2,0.66,0.07,0.13,0,0,0,0,0.07,0,0,0.07,0,0.07,0,0.07,0,0,0.07,0,0,0,0,0.07,0.07,0.07,0.07,0.07,0,0.07,0.2,0,0.13,0,0.13,0.07,0.13,0,0,0,0,0,0.07,0.26,0,0,0.07,0.26,0.2,0.07,0.33,0,0,0.07,0.07,0.07,0,0,0,0,0.07,0,0,0.07,0.13,0.07,0.07,0,0.07,0,0,0,0.07,0.07,0,0.07,0,0.07,0.2,0,0.13,0,0,0,0.07,0.13,0.13,0,0,0,0.07,0,0.26,0,0.2,0,0.13,0.13,0,0,0.07,0.13,0,0.07,0,0.07,0.13,0.13,0,0,
DISPUTED,12.2,6.63,4.72,2.43,2.17,2.3,3.02,1.97,2.1,1.25,1.38,1.44,1.05,0.98,0.52,1.25,0.66,0.85,0.46,0.72,0.59,0.72,0.79,0.52,1.25,0.2,0.33,0.59,0.66,0.46,1.05,0.59,0.2,0.39,0.39,0.52,0.85,0.2,0.2,0.46,0.46,0.33,0,0.26,0.46,0.26,0.26,0.26,0.46,0.33,0.26,0,0.46,0.59,0,0.07,0.33,0.2,0,0.33,0.2,0,0.26,0.33,0.33,0,0.72,0,0.33,0.52,0.2,0.66,0.13,0.07,0.39,0.66,0.13,0.07,0.13,0.13,0.33,0.2,0.13,0.2,0,0.33,0.13,0,0,0,0.26,0,0.26,0.13,0.26,0.07,0,0,0.2,0.39,0.46,0.07,0.2,0.26,0.07,0.07,0,0.26,0.39,0.2,0.2,0,0.26,0,0.13,0,0.26,0,0.2,0.13,0.2,0.07,0.2,0.2,0.13,0,0.2,0.07,0.13,0.07,0.07,0.13,0.2,0.07,0.07,0,0.2,0.2,0,0.33,0,0.13,0.2,0.2,0,0,0.07,0.13,0.33,0.07,0,0,0.2,0.2,0.07,0,0.13,0,0.07,0.07,0,0,0,0.13,0,0.07,0.07,0.07,0,0.07,0.07,0,0,0.13,0,0,0.07,0.13,0,0,0,0.2,0.26,0,0,0,0.26,0,0,0.07,0,0.26,0.13,0.2,0,0,0.07,0,0.2,0.07,0,0,0,0,0,0,0,0.13,0.13,0.13,0,0,0,0.07,0,0.13,0,0,0,0,0,0.2,0,0.13,0,0.13,0.07,0,0.07,0.07,0,0.07,0,0.13,0.07,0.07,0,0,0,0,0.07,0,0.13,0,0.07,0,0.13,0,0,0.07,0,0,0.07,0,0.13,0.13,0.13,0.07,0,0,0,0.13,0,0,0.59,0.07,0,0.07,0,0,0,0.2,0.07,0,0,0,0.07,0.07,0,0.26,0.26,0.33,0,0,0,0.07,0,0.07,0,0,0.07,0.07,0.07,0,0,0,0.13,0.07,0.13,0.07,0.07,0,0,0,0,0.07,0.13,0,0,0,0.13,0,0,0,0.07,0,0,0,0,0,0,0.85,0,0,0,0,0.13,0,0,0.07,0.07,0,0,
DISPUTED,12.73,8.4,4.79,4.07,2.95,3.15,3.35,1.57,1.18,1.84,1.51,2.03,1.44,0.98,0.39,0.46,1.64,1.38,0.79,1.25,0.26,0.72,0.72,1.25,0.52,0.39,0.79,1.05,0.98,0.46,0.46,0.52,0.59,0.72,0.13,0.92,0.46,0.26,0.52,0.66,0.13,0.46,0.46,0.46,0.39,0.46,0.66,0.33,0.85,0.26,0.39,0.13,0.66,0.13,0.26,0.26,0.26,0.52,0,0.2,0.2,0.13,0,0.26,0.13,0.07,0.26,0.13,0.2,0.59,0.2,0.07,0.26,0.13,0.26,0.26,0.2,0.13,0,0.39,0.39,0.79,0.07,0.13,0,0.33,0.46,0,0.2,0.13,0.2,0.13,0.39,0.26,0.2,0.46,0,0,0.13,0.2,0.07,0.13,0.46,0.46,0.2,0.2,0.46,0.2,0.59,0.26,0,0.13,0.13,0.07,0.33,0.07,0,0.2,0.07,0,0.26,0.2,0.26,0,0.26,0,0.2,0,0.13,0.13,0.13,0.07,0.07,0.39,0.07,0.2,0.13,0.07,0,0.33,0.07,0,0,0.2,0.13,0,0,0,0.07,0,0.13,0.33,0,0.2,0.13,0.2,0.2,0,0.2,0.07,0,0,0,0.2,0.2,0.07,0,0,0,0,0.07,0.2,0,0.26,0.07,0.26,0.07,0.33,0,0.13,0,0.26,0.2,0.33,0.2,0.07,0.07,0.07,0,0.07,0,0,0,0,0,0,0.13,0.07,0.13,0,0.2,0,0.07,0.07,0,0.07,0,0.26,0.07,0.07,0.13,0.07,0,0.26,0,0,0,0,0,0,0.13,0.07,0.07,0,0,0.13,0.07,0,0.07,0.13,0.26,0,0.26,0,0.07,0,0,0.07,0.13,0,0,0,0.07,0,0.07,0,0.07,0,0,0,0.13,0,0.13,0.2,0.07,0,0,0.07,0,0,0,0.07,0.13,0.13,0.2,0,0,0.07,0,0,0,0.07,0,0,0.07,0,0.07,0,0,0.46,0.39,0,0.33,0,0,0.13,0.13,0.13,0,0,0,0.07,0.07,0.07,0.07,0.2,0.26,0,0,0,0.07,0.07,0,0,0,0.13,0.13,0.59,0,0,0.07,0,0,0,0.33,0,0,0,0,0,0,0.92,0.07,0,0,0,0,0,0.07,0,0.26,0.07,0,
DISPUTED,13.39,7.68,4,2.49,4.27,2.3,2.62,1.84,1.77,2.3,1.64,1.71,2.36,1.38,0.39,1.05,0.98,0.66,0.59,1.18,0.79,0.79,0.85,0.98,1.25,0.59,0.72,1.57,0.33,0.66,0.26,1.05,0.66,0.52,0.13,0.98,0.33,0,0.13,0.39,0.13,0.33,0.26,0.66,0.46,0.46,0.52,0.39,0,0.26,0.66,0.07,0.2,0.13,0.39,0.2,0.07,0.07,0.13,0.26,0.59,0.07,0.26,0.07,0.46,0,0.07,0.13,0.2,0.66,0.26,0.26,0.26,0.33,0.2,0.39,0.13,0,0.2,0.13,0.52,0.46,0.13,0.07,0,0,0,0,0.59,0.13,0.07,0.07,0.2,0.13,0.26,0.07,0.07,0.39,0,0.07,0,0.13,0.07,0,0.13,0.07,0.39,0.07,0.39,0.13,0,0,0.26,0.07,0.13,0,0.26,0.07,0.33,0,0.52,0,0.07,0.07,0.2,0,0.07,0.13,0.2,0.13,0.13,0.33,0.39,0,0.13,0,0.33,0,0.13,0.13,0.13,0.13,0.07,0.07,0.13,0.13,0.07,0.26,0.39,0.07,0,0.13,0.2,0.2,0,0,0.07,0,0.13,0,0,0,0.13,0,0,0.07,0,0.07,0,0.07,0,0.07,0,0,0,0,0.07,0.07,0.07,0.07,0,0,0.07,0.2,0,0.33,0.07,0,0.07,0.39,0.07,0.13,0.07,0.2,0,0,0,0,0.13,0,0.26,0,0.07,0.07,0.2,0,0,0.07,0.07,0,0,0,0,0.07,0,0.13,0.07,0,0.33,0.52,0.07,0,0,0.07,0,0,0,0,0,0.13,0,0,0.13,0.13,0.07,0,0.13,0,0,0,0,0.07,0,0,0,0,0,0.13,0,0.13,0.07,0,0,0.2,0,0,0.13,0.07,0,0,0,0.39,0,0,0,0.07,0.07,0.07,0,0,0,0.07,0,0,0,0,0.13,0,0.07,0,0.07,0,0,0.13,0,0,0.07,0,0.07,0,0.26,0.26,0.07,0,0,0,0.13,0,0,0,0.07,0.13,0,0,0.07,0,0.13,0,0,0.07,0.2,0,1.12,0,0.07,0,0.13,0.07,0,0,0,0,0,0.13,0.07,0,0,0,0.13,0,0.07,0,0.07,
DISPUTED,11.94,8.01,5.12,3.15,1.97,3.15,3.35,2.1,1.12,1.64,1.9,0.92,0.79,0.79,0.66,0.39,1.31,1.12,1.31,0.92,1.05,0.72,0.79,0.85,0.59,0.26,1.05,0.52,0.26,0.72,0.39,0.46,0.26,0.33,0,0.72,0.59,0.26,0.33,0.72,1.12,0.33,0.98,0.26,0.52,0.59,0.26,0,0.52,0.39,0.33,0.33,0.2,0.39,0.2,0.13,0.46,0.26,0,0.66,0,0,0.07,0.79,0.2,0,0.13,0.26,0.13,0.39,0.07,0.33,0.46,0,0.07,0.39,0.13,0,0.2,0.33,0.33,0.07,0.07,0.2,0.07,0.66,0.33,0,0.07,0.13,0.2,0.26,0.33,0.2,0.07,0.46,0.07,1.25,0.26,0.07,0.33,0.2,0.13,0.13,0,0.13,0,0.13,0.46,0.13,0.13,0.13,0.26,0.13,0.07,0.13,0,0.07,0.07,0,0.13,0.07,0.07,0.07,0.13,0,0.07,0.2,0.07,0.2,0.2,0.2,0,0.26,0.13,0.2,0.07,0.26,0.07,0.13,0.13,0,0,0.07,0,0.07,0.26,0,0,0.07,0.2,0,0.13,0.07,0.2,0.07,0.2,0.07,0.07,0.26,0,0,0.2,0.07,0.13,0.13,0,0,0.07,0,0.13,0.07,0.13,0.33,0,0,0.26,0.26,0.13,0.2,0,0.26,0.13,0,0.07,0,0.2,0,0,0,0,0.07,0.2,0,0.07,0,0,0.2,0.26,0.13,0.33,0.07,0.26,0,0,0.07,0.07,0.07,0.26,0.07,0.07,0,0.13,0.13,0.13,0.07,0,0.13,0.07,0,0.13,0.26,0,0,0,0.07,0,0,0,0,0.07,0,0.07,0,0.07,0.07,0,0,0.07,0,0,0,0.2,0.13,0,0.07,0.13,0,0,0.07,0.07,0,0.13,0,0,0,0.07,0.13,0,0,0,0,0.13,0,0.52,0,0,0,0.07,0,0,0,0,0.07,0.07,0,0,0,0.07,0.13,0,0.33,0.07,0.07,0,0.2,0,0.07,0.07,0,0.26,0.07,0.2,0.13,0.13,0,0.13,0.07,0.07,0,0.07,0.13,0,0.07,0.07,0,0.07,0.07,0,0,0.13,0,0,0,0.07,0,0,0,0.07,0,0,0.13,0,0.13,0,0.13,0,0,0.13,0,0,0,0.07,
